Timestamp,UID/n2024-05-01 16:47:11,0xD3E5DA19,Granted
2024-05-01 16:47:17,0xC3032B0E,Denied
2024-05-01 16:48:26,0xD3E5DA19,Granted
2024-05-01 16:48:32,0xC3032B0E,Denied
2024-05-01 16:48:34,0xC3032B0E,Denied
2024-05-01 16:48:40,0xD3E5DA19,Granted
2024-05-01 16:48:42,0xD3E5DA19,Granted
2024-05-01 22:20:43,0xD3E5DA19,Granted
2024-05-01 22:20:59,0xC3032B0E,Denied
2024-05-01 22:21:02,0xD3E5DA19,Granted
2024-05-01 22:21:05,0xC3032B0E,Denied
2024-05-01 22:32:14,0xD3E5DA19,Granted
2024-05-01 22:32:16,0xD3E5DA19,Granted
2024-05-01 22:32:19,0xC3032B0E,Denied
2024-05-01 22:32:21,0xC3032B0E,Denied
2024-05-01 22:32:23,0xD3E5DA19,Granted
2024-05-01 22:32:26,0xC3032B0E,Denied
2024-05-04 11:30:29,0xC3032B0E,Denied
2024-05-04 11:30:40,0xD3E5DA19,Granted
2024-05-04 11:30:46,0xC3032B0E,Denied
2024-05-04 11:39:10,0xC3032B0E,Denied
2024-05-04 11:53:29,0xC3032B0E,Denied
2024-05-04 11:54:57,0xC3032B0E,Denied
2024-05-04 11:55:02,0xD3E5DA19,Granted
2024-05-04 12:09:47,0xC3032B0E,Denied
2024-05-04 12:16:55,0xC3032B0E,Denied
2024-05-04 12:23:14,0xC3032B0E,Denied
2024-05-04 12:24:15,0xD3E5DA19,Granted
2024-05-04 12:27:18,0xC3032B0E,Denied
2024-05-04 12:31:05,0xC3032B0E,Denied
2024-05-04 12:33:05,0xC3032B0E,Denied
2024-05-04 12:38:34,0xC3032B0E,Denied
2024-05-04 12:39:43,0xC3032B0E,Denied
2024-05-04 12:39:46,0xC3032B0E,Denied
2024-05-04 12:39:48,0xC3032B0E,Denied
2024-05-04 12:41:21,0xC3032B0E,Denied
2024-05-04 12:42:18,0xD3E5DA19,Granted
2024-05-04 12:42:27,0xD3E5DA19,Granted
2024-05-04 12:44:42,0x49EF1969,Denied
2024-05-04 12:45:05,0x39763C65,Denied
2024-05-04 12:45:48,0x899C4C65,Denied
2024-05-04 12:58:10,0xC3032B0E,Denied
2024-05-04 12:59:32,0xC3032B0E,Denied
2024-05-04 13:00:07,0xC3032B0E,Denied
2024-05-04 13:00:56,0xC3032B0E,Denied
2024-05-04 13:03:37,0xC3032B0E,Denied
2024-05-04 13:04:57,0xD3E5DA19,Granted
2024-05-04 13:05:20,0xC3032B0E,Denied
2024-05-04 13:05:22,0xC3032B0E,Denied
2024-05-04 13:08:19,0xC3032B0E,Denied
2024-05-04 13:09:36,0xC3032B0E,Denied
2024-05-04 13:09:55,0xC3032B0E,Denied
2024-05-04 13:10:12,0xC3032B0E,Denied
2024-05-04 13:10:15,0xC3032B0E,Denied
2024-05-04 13:12:47,0xC3032B0E,Denied
2024-05-04 13:13:43,0xC3032B0E,Denied
2024-05-04 13:14:57,0xC3032B0E,Denied
2024-05-04 13:15:18,0xC3032B0E,Denied
2024-05-04 13:15:39,0xC3032B0E,Denied
2024-05-04 13:16:27,0xC3032B0E,denied
2024-05-04 13:18:55,0xC3032B0E,denied
2024-05-04 13:20:33,0xC3032B0E,denied
2024-05-04 13:23:36,0xC3032B0E,Denied
2024-05-04 13:24:09,0xC3032B0E,Denied
2024-05-04 13:24:33,0xC3032B0E,Denied
2024-05-04 13:25:04,0xC3032B0E,Denied
2024-05-04 13:25:59,0xC3032B0E,Denied
2024-05-04 13:26:24,0xC3032B0E,Denied
2024-05-04 13:26:48,0xC3032B0E,Denied
2024-05-04 13:27:07,0xD3E5DA19,Granted
2024-05-04 13:28:45,0xC3032B0E,Fail
2024-05-04 13:28:51,0xD3E5DA19,Success
2024-05-04 13:35:09,0xD3E5DA19,Success
2024-05-04 13:35:11,0xD3E5DA19,Success
2024-05-04 13:37:21,0xD3E5DA19,Success
2024-05-04 13:37:23,0xD3E5DA19,Success
2024-05-04 13:37:25,0xD3E5DA19,Success
2024-05-04 13:38:21,0x49EF1969,Fail
2024-05-04 13:38:57,0x49EF1969,Fail
2024-05-04 13:39:03,0xD3E5DA19,Success
2024-05-04 13:39:05,0xD3E5DA19,Success
2024-05-04 13:40:10,0xD3E5DA19,Success
2024-05-04 13:40:34,0x49EF1969,Fail
2024-05-04 13:40:38,0xD3E5DA19,Success
2024-05-04 13:40:40,0xD3E5DA19,Success
2024-05-04 13:53:31,0xD3E5DA19,Success
2024-05-04 13:53:34,0xD3E5DA19,Success
2024-05-04 13:53:36,0xD3E5DA19,Success
2024-05-04 13:53:38,0xD3E5DA19,Success
2024-05-04 13:53:40,0xD3E5DA19,Success
2024-05-04 13:53:46,0xD3E5DA19,Success
2024-05-04 13:53:48,0xD3E5DA19,Success
2024-05-04 13:53:51,0xD3E5DA19,Success
2024-05-04 13:53:53,0xD3E5DA19,Success
2024-05-04 13:53:55,0xD3E5DA19,Success
2024-05-04 13:53:57,0xD3E5DA19,Success
2024-05-04 13:54:08,0xD3E5DA19,Success
2024-05-04 13:54:10,0xD3E5DA19,Success
2024-05-04 13:54:17,0xD3E5DA19,Success
2024-05-04 13:54:21,0xD3E5DA19,Success
2024-05-04 13:54:23,0xD3E5DA19,Success
2024-05-04 13:54:29,0xD3E5DA19,Success
2024-05-04 13:54:34,0xD3E5DA19,Success
2024-05-04 13:54:47,0xD3E5DA19,Success
2024-05-04 13:54:52,0xD3E5DA19,Success
2024-05-04 13:54:54,0xD3E5DA19,Success
2024-05-04 13:55:00,0xD3E5DA19,Success
2024-05-04 13:55:04,0xD3E5DA19,Success
2024-05-04 13:55:12,0xD3E5DA19,Success
2024-05-04 13:55:15,0xD3E5DA19,Success
2024-05-04 13:55:56,0xD3E5DA19,Success
2024-05-04 13:55:58,0xD3E5DA19,Success
2024-05-04 13:56:01,0xD3E5DA19,Success
2024-05-04 13:56:03,0xD3E5DA19,Success
2024-05-04 13:56:05,0xD3E5DA19,Success
2024-05-04 13:56:07,0xD3E5DA19,Success
2024-05-04 13:56:14,0xD3E5DA19,Success
2024-05-04 13:56:16,0xD3E5DA19,Success
2024-05-04 13:56:19,0xD3E5DA19,Success
2024-05-04 13:56:21,0xD3E5DA19,Success
2024-05-04 13:56:23,0xD3E5DA19,Success
2024-05-04 13:56:25,0xD3E5DA19,Success
2024-05-04 13:57:19,0xD3E5DA19,Success
2024-05-04 13:57:21,0xD3E5DA19,Success
2024-05-04 14:00:18,0xD3E5DA19,Success
2024-05-04 14:00:20,0xD3E5DA19,Success
2024-05-04 14:00:24,0xD3E5DA19,Success
2024-05-04 14:01:44,0xD3E5DA19,Success
2024-05-04 14:01:48,0xD3E5DA19,Success
2024-05-04 14:01:50,0xD3E5DA19,Success
2024-05-04 14:01:53,0xD3E5DA19,Success
2024-05-04 14:01:56,0xD3E5DA19,Success
2024-05-04 14:01:58,0xD3E5DA19,Success
2024-05-04 14:02:02,0xD3E5DA19,Success
2024-05-04 14:02:34,0xD3E5DA19,Success
2024-05-04 14:02:53,0x49EF1969,Fail
2024-05-04 21:39:51,0xD3E5DA19,Granted
2024-05-04 21:44:55,0xC3032B0E,Denied
2024-05-04 21:44:59,0xC3032B0E,Denied
2024-05-04 21:45:02,0xC3032B0E,Denied
2024-05-04 21:46:41,0xD3E5DA19,Granted
2024-05-04 21:46:44,0xD3E5DA19,Granted
2024-05-04 21:46:57,0xD3E5DA19,Granted
2024-05-04 21:47:02,0xC3032B0E,Denied
2024-05-04 21:50:55,0xC3032B0E,Denied
2024-05-04 21:51:10,0xD3E5DA19,Granted
2024-05-04 21:52:29,0xD3E5DA19,Granted
2024-05-04 21:52:41,0xC3032B0E,Denied
2024-05-04 22:04:26,0xC3032B0E,Denied
2024-05-04 22:04:34,0xC3032B0E,Denied
2024-05-04 22:04:43,0xD3E5DA19,Granted
2024-05-04 22:13:26,0xD3E5DA19,Granted
2024-05-04 22:13:31,0xC3032B0E,Denied
2024-05-04 22:20:28,0xD3E5DA19,Granted
2024-05-04 22:20:33,0xC3032B0E,Denied
2024-05-04 22:21:18,0xD3E5DA19,Granted
2024-05-04 22:27:48,0xD3E5DA19,Granted
2024-05-04 22:27:58,0xC3032B0E,Denied
2024-05-04 22:28:37,0xD3E5DA19,Granted
2024-05-04 22:29:36,0xD3E5DA19,Granted
2024-05-04 22:29:44,0xC3032B0E,Denied
2024-05-04 22:30:55,0xD3E5DA19,Granted
2024-05-04 22:31:04,0xC3032B0E,Denied
2024-05-04 22:31:12,0xC3032B0E,Denied
2024-05-04 22:31:42,0xD3E5DA19,Granted
2024-05-04 22:31:50,0xC3032B0E,Denied
2024-05-04 22:33:26,0xC3032B0E,Denied
2024-05-04 22:37:05,0xD3E5DA19,Granted
2024-05-04 22:37:13,0xC3032B0E,Denied
2024-05-04 22:37:23,0xC3032B0E,Denied
2024-05-04 22:37:43,0xC3032B0E,Denied
2024-05-04 22:37:49,0xD3E5DA19,Granted
2024-05-04 22:37:55,0xC3032B0E,Denied
2024-05-04 22:38:48,0xD3E5DA19,Granted
2024-05-04 22:38:56,0xC3032B0E,Denied
2024-05-04 22:43:36,0xD3E5DA19,Granted
2024-05-04 22:43:46,0xC3032B0E,Denied
2024-05-04 22:43:52,0xD3E5DA19,Granted
2024-05-04 22:44:42,0xD3E5DA19,Granted
2024-05-04 22:44:48,0xC3032B0E,Denied
2024-05-04 22:44:53,0xD3E5DA19,Granted
2024-05-06 11:42:06,0xC3032B0E,Denied
2024-05-06 11:42:13,0xC3032B0E,Denied
2024-05-06 11:42:22,0xC3032B0E,Denied
2024-05-06 11:42:29,0xD3E5DA19,Granted
2024-05-06 11:42:37,0xD3E5DA19,Granted
2024-05-06 11:42:43,0xD3E5DA19,Granted
2024-05-06 11:42:48,0xD3E5DA19,Granted
2024-05-06 11:42:54,0xD3E5DA19,Granted
2024-05-06 11:43:00,0xD3E5DA19,Granted
2024-05-06 11:43:06,0xD3E5DA19,Granted
2024-05-06 11:43:13,0xC3032B0E,Denied
2024-05-06 11:43:42,0xC3032B0E,Denied
2024-05-06 11:44:11,0xC3032B0E,Denied
2024-05-06 14:30:45,0xC3032B0E,Denied
2024-05-06 14:30:51,0xD3E5DA19,Granted
